backgroundImages,endDate,eventUrl,description,listingType,eventAdmin,preProduction,autoAssociateVod,title,tags,lobbyTimeMinutes,unlisted,shortcutName,shortcutNameUrl,linkedVideoId,id,categories,startDate,estimatedAttendees,redirectVod
[],2019-01-24T18:45:00Z,https://cerner.rev.vbrick.com/#/events/57381c5a-0d0a-4394-877a-0a1456636664,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Navigating Life,[],15,false,null,null,null,57381c5a-0d0a-4394-877a-0a1456636664,[],2019-01-24T17:15:00Z,0,false
[],2019-01-28T15:00:00Z,https://cerner.rev.vbrick.com/#/events/2fb4db7c-5f72-42b7-abc6-4fc78c96171b,,AllUsers,"{name:Marcelo Quinones,id:27173cc3-cd24-420e-ad7a-fdacb44371d8,username:mq053048}",null,false,CWxEvent Test,[],15,false,null,null,null,2fb4db7c-5f72-42b7-abc6-4fc78c96171b,[],2019-01-28T14:00:00Z,0,false
[],2019-01-29T18:00:00Z,https://cerner.rev.vbrick.com/#/events/92f109d3-817e-479c-8e2f-54c79738a249,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,test stream,[],15,false,null,null,null,92f109d3-817e-479c-8e2f-54c79738a249,[],2019-01-29T16:30:00Z,0,false
[],2019-01-29T23:15:00Z,https://cerner.rev.vbrick.com/#/events/acd8097d-3c7f-40ee-a599-b4e9ef95fa48,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CTS Q1 2019 Town Hall,[],15,false,null,null,null,acd8097d-3c7f-40ee-a599-b4e9ef95fa48,[],2019-01-29T18:45:00Z,0,false
[],2019-01-30T18:00:00Z,https://cerner.rev.vbrick.com/#/events/8930f6f6-a2d7-4ea4-abcd-7bcdfddd1df3,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CernerWorks Town Hall,[],15,false,null,null,null,8930f6f6-a2d7-4ea4-abcd-7bcdfddd1df3,[],2019-01-30T14:00:00Z,0,false
[],2019-01-30T17:15:00Z,https://cerner.rev.vbrick.com/#/events/72328205-88ef-43c8-81bc-47d6c3ce2ac2,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><span style=color: rgb(255, 0, 0)><u>TO EARN HLwR POINTS:</u> You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date.</span></strong></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Wellness Class: Healthe SMART Goal Setting,[],15,false,null,null,null,72328205-88ef-43c8-81bc-47d6c3ce2ac2,[],2019-01-30T15:45:00Z,0,false
[],2019-01-30T21:00:00Z,https://cerner.rev.vbrick.com/#/events/afc45a1a-b257-48e1-ae07-9b65ec56cfa5,"<p>The stream will begin at 2:00PM.</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 VSP Benefits Presentation,[],15,false,null,null,null,afc45a1a-b257-48e1-ae07-9b65ec56cfa5,[],2019-01-30T19:45:00Z,2560,false
[],2019-01-31T21:15:00Z,https://cerner.rev.vbrick.com/#/events/20c35dc5-0d5c-424a-9a31-18734127f157,"<p>We’re told on a regular basis to monitor the performance, speed, responsiveness, and general health of our websites, applications, and products, with the ever-present threat of an unhappy customer hanging over our shoulder. But how often do we pay this same attention to our own physical and mental health?<br><br>As a Type 1 Diabetic, I'm acutely aware of how stress, overwork, and a toxic work environment can impact me. While diabetes is a physical condition, staying healthy as a T1D isn't just about how much exercise I’ve gotten in the last month or how healthy my diet is. It's about having a vigilant awareness of the impact that physical, mental, and emotional circumstances can have on my blood sugars.<br><br>This has given me (and my trusty medical alert sidekick Ember Dog) a unique glimpse into the epidemic of burnout that has hit the tech world in the last few years. I'm not the only one whose wellbeing is effected by prolonged mental stressors or unrealistic expectations. In this talk, I'll walk through how to identify burnout in yourself as well as your employees, as well as steps that can be taken to prevent burnout entirely.&nbsp;</p><p>- Mary Thengvall</p><p><em>About the Speaker</em></p><p>Mary Thengvall is a connector of people at heart, both personally and professionally. She loves digging into the strategy of how to build and foster developer communities and has been doing so for over 10 years. After building community programs at O’Reilly Media, Chef Software, and SparkPost, she’s now consulting for companies looking to build out a Developer Relations strategy. In addition to her work, she's known for being the one with the dog, thanks to her ever-present medical alert service dog Ember. She's the author of the first book on Developer Relations: The Business Value of Developer Relations(© 2018, Apress).</p><p>&nbsp;</p><p>Mary is founder and co-host of Community Pulse, a podcast for Developer Relations professionals. She curates DevRel Weekly, a weekly newsletter that brings you a curated list of articles, job postings, and events every Thursday. She's also a founding member and Benevolent Queen of the Evangelist Collective Slack team.</p><p>&nbsp;</p><p>Mary is also a member of Prompt, a non-profit that encourages people to openly talk about mental illness in tech. She speaks at various conferences and events about building and fostering technical communities as well as how to prevent burnout in yourself and your team.</p><p>&nbsp;</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Cerner Ext Tech Talk: The Care and Monitoring of You - Mary Thengvall,[],15,false,null,null,null,20c35dc5-0d5c-424a-9a31-18734127f157,[],2019-01-31T19:45:00Z,0,false
[],2019-02-01T17:00:00Z,https://cerner.rev.vbrick.com/#/events/c63878a0-4a09-448e-b145-f6eeb70d52b9,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,WOW/MIT Nutrition 101,[],15,false,null,null,null,c63878a0-4a09-448e-b145-f6eeb70d52b9,[],2019-02-01T16:00:00Z,0,false
[],2019-02-01T18:15:00Z,https://cerner.rev.vbrick.com/#/events/7f0f3f7e-967d-4b0d-af29-b786470e16b4,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 VSP Benefits Presentation,[],15,false,null,null,null,7f0f3f7e-967d-4b0d-af29-b786470e16b4,[],2019-02-01T16:45:00Z,2650,false
[],2019-02-05T12:00:00Z,https://cerner.rev.vbrick.com/#/events/d59a60d7-0d9d-4de7-aec2-6dd3e136aa65,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Test Stream,[],15,false,null,null,null,d59a60d7-0d9d-4de7-aec2-6dd3e136aa65,[],2019-02-05T09:00:00Z,0,false
[],2019-02-08T09:00:00Z,https://cerner.rev.vbrick.com/#/events/0da905bf-dc60-4cd5-8981-79b90df967a6,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Test Stream,[],15,false,null,null,null,0da905bf-dc60-4cd5-8981-79b90df967a6,[],2019-02-08T07:30:00Z,0,false
[],2019-02-08T11:30:00Z,https://cerner.rev.vbrick.com/#/events/3d0c27ed-1ce9-4c3c-9620-53cbf11f5d78,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,CyberSecurity Meet-up,[],15,false,null,null,null,3d0c27ed-1ce9-4c3c-9620-53cbf11f5d78,[],2019-02-08T09:30:00Z,0,false
[],2019-02-08T23:00:00Z,https://cerner.rev.vbrick.com/#/events/6d31991e-6042-4024-a1b7-464d1cabf209,,Private,"{name:Chris Hanson,id:28f08100-3482-4b81-8ba4-d5ed50798262,username:ch049839}",null,false,Test Stream,[],15,false,null,null,null,6d31991e-6042-4024-a1b7-464d1cabf209,[],2019-02-08T15:00:00Z,0,false
[],2019-02-12T21:45:00Z,https://cerner.rev.vbrick.com/#/events/b8fd0d43-3489-4a2d-bec3-bd5ed9b9bbda,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,DevCon CFP Tips & Tricks with Kevin Shekleton and Micah Whitacre,[],15,false,null,null,null,b8fd0d43-3489-4a2d-bec3-bd5ed9b9bbda,[],2019-02-12T20:15:00Z,500,false
[],2019-02-14T08:45:00Z,https://cerner.rev.vbrick.com/#/events/ef7f628b-ce5a-4b5d-bcae-6f2be179388e,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Test Stream,[],15,false,null,null,null,ef7f628b-ce5a-4b5d-bcae-6f2be179388e,[],2019-02-14T07:00:00Z,0,false
[],2019-02-14T12:00:00Z,https://cerner.rev.vbrick.com/#/events/a17e4cd0-bd91-48a3-95cc-00a1fe4f8ea9,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,Connect Live session - Max Reinig & Eric Geis,[],15,false,null,null,null,a17e4cd0-bd91-48a3-95cc-00a1fe4f8ea9,[],2019-02-14T09:00:00Z,0,false
[],2019-02-18T16:15:00Z,https://cerner.rev.vbrick.com/#/events/08993016-573b-4a3b-a830-25600a040ddf,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Comp Training #2,[],15,false,null,null,null,08993016-573b-4a3b-a830-25600a040ddf,[],2019-02-18T14:45:00Z,0,false
[],2019-02-18T23:00:00Z,https://cerner.rev.vbrick.com/#/events/4ec65dce-26b9-4734-a2ee-b25e1e151756,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Test Stream,[],15,false,null,null,null,4ec65dce-26b9-4734-a2ee-b25e1e151756,[],2019-02-18T16:00:00Z,0,false
[],2019-02-18T21:15:00Z,https://cerner.rev.vbrick.com/#/events/ddca2969-7531-43d0-9ea3-848d0b8c8a3c,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Comp Training #1,[],15,false,null,null,null,ddca2969-7531-43d0-9ea3-848d0b8c8a3c,[],2019-02-18T19:45:00Z,0,false
[],2019-02-19T14:20:00Z,https://cerner.rev.vbrick.com/#/events/b1b4bd12-e98b-4048-a7a7-bd4b0d73cdd0,,Private,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Test Stream,[],15,false,null,null,null,b1b4bd12-e98b-4048-a7a7-bd4b0d73cdd0,[],2019-02-19T13:45:00Z,0,false
[],2019-02-19T17:00:00Z,https://cerner.rev.vbrick.com/#/events/d943c9f1-a635-415e-9477-8e910635907f,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Q1,[],15,false,null,null,null,d943c9f1-a635-415e-9477-8e910635907f,[],2019-02-19T14:30:00Z,0,false
[],2019-02-21T12:00:00Z,https://cerner.rev.vbrick.com/#/events/410c4ac6-3536-405d-aa5b-afd3d7664cbe,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India test stream,[],15,false,null,null,null,410c4ac6-3536-405d-aa5b-afd3d7664cbe,[],2019-02-20T06:10:17.063Z,0,false
[],2019-02-20T14:15:00Z,https://cerner.rev.vbrick.com/#/events/5ada6c12-1b31-41ba-b745-96cbb0988be5,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training #3,[],15,false,null,null,null,5ada6c12-1b31-41ba-b745-96cbb0988be5,[],2019-02-20T12:45:00Z,0,false
[],2019-02-20T22:15:00Z,https://cerner.rev.vbrick.com/#/events/af19ff11-19c4-42ac-9615-1c896c4943e5,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training #4,[],15,false,null,null,null,af19ff11-19c4-42ac-9615-1c896c4943e5,[],2019-02-20T20:45:00Z,0,false
[],2019-02-21T16:30:00Z,https://cerner.rev.vbrick.com/#/events/99c56772-6ef4-4c0a-b17c-ab040f8ed764,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p><strong><span style=color: #FF0000><u>Contact Associate Support for assistance</u></span></strong> at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><u>TO EARN HLwR POINTS:</u>&nbsp;You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date. (You DO NOT need to email&nbsp;three things learned).</strong></p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,false,Wellness Class: Harmony with Exercise & Nutrition,[],15,false,null,null,null,99c56772-6ef4-4c0a-b17c-ab040f8ed764,[],2019-02-21T15:30:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/1df318a7-a7f2-48b3-b53e-fdbdeadd6270.png},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/4a2c4820-d0a2-4c89-b353-b097cb9f0058.png},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/513ca0bb-b7a7-44fb-8fa8-3710dbc7d70c.png},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/4de08805-bd0f-4c24-a251-237ff652a9ab.png},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/ec1adf59-bda0-4382-8ebd-c7e410537336.png}]",2019-02-22T23:45:00Z,https://cerner.rev.vbrick.com/#/events/117772c0-6bdb-4253-95d7-4ed61f42b89a,"<p>Test for networking team</p>",Private,"{name:Steve Spaw,id:3751c013-280f-4784-aab5-81b09077e9de,username:ss062466}",null,false,Test from INN EC,[],15,false,null,null,null,117772c0-6bdb-4253-95d7-4ed61f42b89a,[],2019-02-22T16:45:00Z,0,false
[],2019-02-22T19:45:00Z,https://cerner.rev.vbrick.com/#/events/2299c791-eb30-4966-a40e-967f91c8a6a3,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Consulting Community Connect,[],15,false,null,null,null,2299c791-eb30-4966-a40e-967f91c8a6a3,[],2019-02-22T18:45:00Z,0,false
[],2019-02-26T18:00:00Z,https://cerner.rev.vbrick.com/#/events/9a9099f0-5b27-45d5-bbb0-cee2b878ccbc,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p><strong><span style=color: #FF0000><u>Contact Associate Support for assistance</u></span></strong> at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><u>TO EARN HLwR POINTS:</u>&nbsp;You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date.&nbsp;</strong></p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,false,Wellness Class: Emotional Regulation 101,[],15,false,null,null,null,9a9099f0-5b27-45d5-bbb0-cee2b878ccbc,[],2019-02-26T17:00:00Z,0,false
[],2019-02-27T18:45:00Z,https://cerner.rev.vbrick.com/#/events/61874ad6-b093-46c9-bd6a-9075f567b05c,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Github Best Practices,[],15,false,null,null,null,61874ad6-b093-46c9-bd6a-9075f567b05c,[],2019-02-27T16:15:00Z,0,false
[],2019-02-28T17:15:00Z,https://cerner.rev.vbrick.com/#/events/ebab3540-8e0f-4de9-8a18-691629008822,"<p>Event Contact:&nbsp;Trista Alexander and Megan Walker&nbsp;</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Quarterly Navigating Technology,[],15,false,null,null,null,ebab3540-8e0f-4de9-8a18-691629008822,[],2019-02-28T13:45:00Z,0,false
[],2019-02-28T18:00:00Z,https://cerner.rev.vbrick.com/#/events/ef8f8a8c-140b-4a9b-bbea-a9049bdc34be,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p><strong><span style=color: #FF0000><u>Contact Associate Support for assistance</u></span></strong> at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><u>TO EARN HLwR POINTS:</u>&nbsp;You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date.&nbsp;</strong></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Wellness Class: Exploring Osteoarthritis,[],15,false,null,null,null,ef8f8a8c-140b-4a9b-bbea-a9049bdc34be,[],2019-02-28T17:00:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/dbbe58c3-4f86-4a24-be21-b50ee01826d5.jpg},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/3029afdc-f2c7-4f12-b7fa-933215548ec1.jpg},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/71515b8e-40b2-4cc0-8969-a2e428d7946b.jpg},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/275dc1f1-2631-48a3-ac8b-36fbe78ea5a2.jpg},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/3f4cd057-6eea-4c1e-893e-dcceaff67c5a.jpg}]",2019-03-05T04:00:00Z,https://cerner.rev.vbrick.com/#/events/a7b7bf81-3dab-403c-a666-10e9ce99c265,"<p>gfbsdfgbfgds</p>",Private,"{name:Steve Spaw,id:3751c013-280f-4784-aab5-81b09077e9de,username:ss062466}",null,false,test,[],15,false,null,null,null,a7b7bf81-3dab-403c-a666-10e9ce99c265,[],2019-03-04T15:00:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/3e1c7854-9393-40bf-b019-25f6a435a6a8.png},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/cd46b95b-1de8-447b-92ee-35f49f94a18e.png},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/0da98973-2d0f-46a2-80a7-96c89d7e7d58.png},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/ae0952ad-7141-4c45-a10b-e822390ed5b6.png},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/893f69d3-69fa-4514-a730-6decd29494f9.png}]",2019-03-04T22:00:00Z,https://cerner.rev.vbrick.com/#/events/e7f5bfb6-0963-4056-9cdb-47705179558b,"<p>Test for networking</p>",Private,"{name:Steve Spaw,id:3751c013-280f-4784-aab5-81b09077e9de,username:ss062466}",null,false,Test from INN EC,[],15,false,null,null,null,e7f5bfb6-0963-4056-9cdb-47705179558b,[],2019-03-04T15:00:00Z,0,false
[],2019-03-05T16:00:00Z,https://cerner.rev.vbrick.com/#/events/c6cceb95-d4ae-464b-87a7-4dbdfb3151d1,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Spring Town Hall,[],15,false,null,null,null,c6cceb95-d4ae-464b-87a7-4dbdfb3151d1,[],2019-03-05T14:15:00Z,0,false
[],2019-03-07T12:30:00Z,https://cerner.rev.vbrick.com/#/events/51d4f575-51b8-4154-b60c-34dabd16a6e3,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India test stream,[],15,false,null,null,null,51d4f575-51b8-4154-b60c-34dabd16a6e3,[],2019-03-07T06:30:00Z,0,false
[],2019-03-08T08:15:00Z,https://cerner.rev.vbrick.com/#/events/c8cc6805-38f5-4452-807b-71840f84adee,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India test stream,[],15,false,null,null,null,c8cc6805-38f5-4452-807b-71840f84adee,[],2019-03-08T07:30:00Z,0,false
[],2019-03-08T12:00:00Z,https://cerner.rev.vbrick.com/#/events/e9bdfd98-6709-4837-8f30-df9a1f2e8b02,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,International Women’s Day,[],15,false,null,null,null,e9bdfd98-6709-4837-8f30-df9a1f2e8b02,[],2019-03-08T08:15:00Z,0,false
[],2019-03-08T19:25:00Z,https://cerner.rev.vbrick.com/#/events/053ab83e-e5a8-4f7f-afee-5fd5b2c00e06,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Consulting Community Connect,[],15,false,null,null,null,053ab83e-e5a8-4f7f-afee-5fd5b2c00e06,[],2019-03-08T18:45:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/53f5b62f-8024-4551-9b5b-4deedcf6ab19.png},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/f8306210-26ed-45bd-a370-98df939d80ef.png},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/1e1e9052-059b-4980-a724-53ffc90cb6fa.png},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/ea04e601-f650-430c-8d1d-67b09c95989c.png},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/f6786351-06e8-4284-936a-248f49a3448c.png}]",2019-03-11T22:00:00Z,https://cerner.rev.vbrick.com/#/events/3be0cfc9-8fe1-4e81-80a5-f73b89156520,"<p>Test for networking</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Test from INN EC,[],15,false,null,null,null,3be0cfc9-8fe1-4e81-80a5-f73b89156520,[],2019-03-11T13:30:00Z,0,false
[],2019-03-12T20:15:00Z,https://cerner.rev.vbrick.com/#/events/01507741-71b1-411f-8414-311c16645d60,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,ITWorks Town Hall,[],15,false,null,null,null,01507741-71b1-411f-8414-311c16645d60,[],2019-03-12T17:45:00Z,0,false
[],2019-03-14T17:15:00Z,https://cerner.rev.vbrick.com/#/events/89f2f961-d6bd-4533-87f6-5c427bdf4d8a,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Incentive Compensation Training – Session 1 of 5,[],15,false,null,null,null,89f2f961-d6bd-4533-87f6-5c427bdf4d8a,[],2019-03-14T15:45:00Z,0,false
[],2019-03-14T19:15:00Z,https://cerner.rev.vbrick.com/#/events/310632e8-d342-44c3-a892-cf43abd55bf5,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Incentive Compensation Training – Session 2 of 5,[],15,false,null,null,null,310632e8-d342-44c3-a892-cf43abd55bf5,[],2019-03-14T17:45:00Z,0,false
[],2019-03-14T21:15:00Z,https://cerner.rev.vbrick.com/#/events/f995d32c-2e77-418a-9568-0a4114547f64,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Incentive Compensation Training – Session 3 of 5,[],15,false,null,null,null,f995d32c-2e77-418a-9568-0a4114547f64,[],2019-03-14T19:45:00Z,0,false
[],2019-03-15T13:15:00Z,https://cerner.rev.vbrick.com/#/events/44354f9d-526b-450c-acc5-c6125257c69a,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Incentive Compensation Training – Session 4 of 5,[],15,false,null,null,null,44354f9d-526b-450c-acc5-c6125257c69a,[],2019-03-15T11:45:00Z,0,false
[],2019-03-15T19:15:00Z,https://cerner.rev.vbrick.com/#/events/5d468868-99ad-4761-8000-30b3cb8fcdb2,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,2019 Incentive Compensation Training – Session 5 of 5,[],15,false,null,null,null,5d468868-99ad-4761-8000-30b3cb8fcdb2,[],2019-03-15T17:45:00Z,0,false
[],2019-04-03T19:45:00Z,https://cerner.rev.vbrick.com/#/events/91fa9444-841e-4318-b9d7-a23931493d59,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,March Maddness Broadcast,[],15,false,null,null,null,91fa9444-841e-4318-b9d7-a23931493d59,[],2019-03-18T14:00:00Z,0,false
[],2019-03-19T16:15:00Z,https://cerner.rev.vbrick.com/#/events/94f1d639-08b1-4179-b222-e8eab4e97333,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Compensation Cycle Training – Session 1 of 3,[],15,false,null,null,null,94f1d639-08b1-4179-b222-e8eab4e97333,[],2019-03-19T14:45:00Z,0,false
[],2019-03-20T20:15:00Z,https://cerner.rev.vbrick.com/#/events/b8a3676c-6f6b-4447-83cb-70a4167002c3,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Compensation Cycle Training – Session 2 of 3,[],15,false,null,null,null,b8a3676c-6f6b-4447-83cb-70a4167002c3,[],2019-03-20T18:45:00Z,0,false
